Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,PetID,PhotoAmt,AdoptionSpeed
2,2,266,0,1,7,0,0,1,1,2,2,2,1,1,0,0,ab38d8710,4.0,1
1,8,307,0,2,2,0,0,3,2,3,3,1,1,1,0,1,c7f9361f9,1.0,2
1,60,60,0,1,7,0,0,1,3,1,1,1,1,1,0,0,85952663a,2.0,2
2,9,265,0,2,1,0,0,2,2,2,2,2,1,1,0,0,3335796f3,2.0,3
1,4,307,109,1,3,0,0,2,1,1,2,2,1,1,300,0,5f6931436,4.0,4
1,8,307,0,1,2,0,0,2,1,1,1,1,1,1,0,0,db9af2894,12.0,3
2,6,265,0,3,1,4,7,2,2,2,1,2,1,4,0,0,8abd027df,5.0,1
1,24,307,0,1,2,0,0,3,1,3,3,3,1,1,0,1,5e6a7ea61,2.0,4
1,1,307,0,2,2,0,0,2,1,2,2,2,1,1,0,0,77bff1468,1.0,4
2,1,265,285,3,1,6,7,1,2,2,1,2,1,3,150,0,27f0a51cd,8.0,1
2,1,266,0,3,1,2,7,2,1,2,2,2,1,4,0,0,d3f0d22a7,13.0,2
1,2,307,0,1,2,0,0,2,1,2,2,2,1,1,0,0,31a2e04d7,1.0,2
1,2,307,0,2,2,7,0,1,1,1,1,1,1,1,0,0,30507c621,4.0,4
2,4,266,0,1,1,2,7,1,1,2,1,2,1,1,10,0,945a6fa56,4.0,1
1,72,109,0,1,3,0,0,2,2,1,1,2,1,1,30,0,e0764fb9a,3.0,2
1,4,307,0,2,2,0,0,2,1,2,2,2,1,1,0,0,7316c548e,5.0,4
1,9,218,307,1,2,3,0,1,2,2,1,2,1,1,0,0,f3abe5d8c,5.0,2
1,2,307,0,2,2,5,7,1,2,1,1,1,1,2,200,0,08b7e05a5,1.0,2
1,12,307,0,2,7,0,0,1,1,1,1,1,1,1,0,0,c0d50b9f1,3.0,2
2,5,266,0,2,1,7,0,2,1,2,1,2,1,1,0,0,2ad565311,1.0,2
1,1,307,0,2,1,2,0,2,1,2,1,1,1,1,0,0,9cf32e2a6,3.0,4
1,2,141,307,2,1,2,0,2,1,3,3,2,1,1,0,0,2b5c446cc,3.0,3
2,3,266,0,2,1,7,0,1,1,3,3,3,1,1,0,0,b501efb71,3.0,4
2,3,266,0,1,4,7,0,2,1,2,1,2,1,1,0,0,c4f05fe80,4.0,4
1,12,307,0,2,2,7,0,1,1,1,1,1,1,1,0,0,13be42d0e,5.0,4
1,60,207,307,2,3,5,7,2,2,1,1,1,1,1,0,0,b943a95a3,0.0,2
1,2,307,307,1,1,2,7,2,2,1,1,2,1,1,0,0,5f44a43f4,4.0,1
2,1,299,0,3,1,2,3,1,2,2,2,2,1,5,50,0,ed4604a70,5.0,2
1,1,189,307,3,1,2,0,2,1,1,1,2,1,8,150,0,482d05dc8,6.0,1
2,12,292,265,2,1,6,7,2,2,1,1,1,1,1,0,0,f22ff0f64,9.0,3
2,3,265,0,1,1,6,0,2,2,2,2,2,1,1,0,0,47ee9c210,2.0,4
1,2,32,307,1,1,2,0,2,1,1,1,2,1,1,100,2,c5b943ccc,6.0,2
1,2,307,0,3,1,7,0,2,2,2,2,2,1,5,8,0,774bd5a80,5.0,2
1,120,78,103,1,1,4,0,3,1,3,3,2,3,1,0,0,5cdb90323,4.0,4
2,15,299,299,2,4,0,0,2,1,1,2,2,1,3,0,0,7fbd06366,1.0,1
1,1,307,307,3,2,5,7,3,1,2,2,2,2,6,0,0,b35c61109,3.0,4
2,2,266,0,1,1,0,0,1,1,2,1,2,1,1,0,0,0c859ef92,2.0,1
2,10,299,0,1,1,7,0,3,3,3,2,2,1,1,0,0,9b90faeb5,2.0,1
2,12,247,292,2,6,0,0,2,1,1,1,1,1,1,0,0,47008c34b,2.0,3
2,12,266,0,1,1,7,0,3,1,2,2,2,1,1,0,0,60ddc474c,5.0,4
2,2,266,0,3,1,2,7,1,1,2,1,2,1,2,0,0,ffb315803,25.0,1
2,2,266,0,1,1,2,7,1,1,2,2,2,1,3,0,0,eac9739c8,3.0,1
2,7,266,0,2,2,7,0,2,2,2,2,2,1,3,0,0,e4ab25214,3.0,4
1,2,307,0,2,5,0,0,2,1,1,1,2,1,1,0,0,64e7edd37,2.0,4
1,12,60,307,2,2,0,0,2,1,2,2,1,1,1,0,0,56ba19506,1.0,4
2,3,265,266,1,6,7,0,2,2,1,1,3,1,1,0,0,275df2552,4.0,3
1,1,213,307,3,1,2,0,1,1,2,2,2,1,6,0,0,70900313d,11.0,2
2,1,266,251,3,1,2,6,1,1,2,2,2,1,3,0,0,c80811400,5.0,2
2,21,254,265,2,1,2,7,2,2,1,1,1,1,1,0,1,697c8c6c9,1.0,2
1,60,179,0,2,5,0,0,1,1,1,1,3,1,1,0,0,2bdf3471b,5.0,1
2,1,243,0,1,1,2,7,1,1,2,2,2,1,1,0,0,4c3bb438d,3.0,4
1,12,307,0,1,1,0,0,2,1,2,1,1,1,1,0,0,f53e55959,9.0,3
2,2,285,266,1,1,7,0,2,2,2,2,2,1,1,0,0,baa309426,6.0,3
2,2,266,0,1,1,2,7,1,1,2,2,2,1,1,0,0,3acfe9fcd,2.0,4
2,3,307,0,2,1,3,7,1,1,3,3,3,1,1,0,0,44f198a24,7.0,4
1,15,109,0,2,5,0,0,2,2,1,1,2,2,1,300,0,64a3f89ee,1.0,1
2,2,285,266,3,1,3,0,1,2,3,3,3,2,3,0,0,76b366645,3.0,4
1,29,213,141,2,5,7,0,2,2,1,1,1,1,1,0,0,ada6358f5,7.0,3
1,2,307,218,2,1,7,0,2,2,1,1,2,1,1,0,0,ff8e4c708,9.0,3
2,11,266,0,2,7,0,0,1,1,1,1,1,1,1,50,0,e5f479999,3.0,1
1,3,307,0,1,1,2,0,2,2,1,1,2,1,1,0,0,efa71e34a,3.0,3
1,1,307,0,2,7,0,0,2,2,2,2,2,1,1,0,0,46a5f0ba6,4.0,4
1,14,218,0,2,7,0,0,2,2,2,1,2,1,1,0,0,3f5405630,16.0,2
1,4,307,0,2,2,0,0,2,1,1,1,1,1,1,0,0,15e5b6d26,9.0,4
1,3,307,189,2,1,2,0,2,1,2,2,2,1,1,50,0,341420028,4.0,2
1,24,178,0,1,7,0,0,1,3,1,1,2,1,1,300,0,b641cecaf,2.0,2
1,2,189,307,2,1,0,0,2,1,2,2,2,1,1,0,0,bc5ae0001,1.0,3
2,12,292,0,2,2,3,0,2,2,3,3,3,2,1,0,0,f7a37173d,1.0,4
2,3,266,0,2,1,7,0,1,1,2,2,2,1,1,0,0,0bf83cc3e,2.0,4
1,2,307,0,2,5,0,0,2,2,1,1,2,1,1,0,0,7af35cc82,5.0,3
2,4,292,264,1,1,7,0,2,2,3,1,2,1,2,100,0,b98610e10,2.0,4
1,12,307,0,2,7,0,0,2,3,3,3,3,1,1,0,0,8d5f95d9a,2.0,3
1,48,307,0,2,7,0,0,2,2,1,1,1,1,1,0,0,e6e536800,0.0,4
2,1,266,0,1,2,7,0,1,1,2,2,2,1,1,0,0,a4c8f64c1,4.0,2
1,84,240,0,2,1,3,7,1,1,1,1,2,1,1,0,0,8fddd8a5b,1.0,2
2,5,266,265,2,2,7,0,1,1,2,2,2,1,1,0,0,47ae048a5,3.0,3
2,12,283,0,2,6,7,0,3,2,1,1,1,1,1,0,0,34dd3cb69,5.0,2
1,3,307,0,1,1,2,0,2,1,1,1,2,1,1,0,0,f291e702a,7.0,2
1,2,39,188,1,1,2,7,2,1,1,1,2,1,2,0,0,b5974bdd0,8.0,2
1,2,307,0,2,2,0,0,2,1,2,2,2,1,4,0,0,ec7383d83,5.0,3
2,2,266,299,2,6,7,0,1,1,2,1,2,1,1,0,0,426662616,13.0,2
2,7,254,266,2,1,2,4,3,1,3,3,3,1,1,0,0,b76a6d7fa,2.0,2
2,4,262,0,3,1,2,7,2,2,2,2,2,1,3,0,0,afda0a2dd,5.0,3
2,3,266,254,2,2,3,0,2,1,1,1,1,1,1,150,0,e26548e11,3.0,3
1,24,307,0,1,5,0,0,2,1,1,1,3,1,1,0,0,4a0d03a9f,3.0,4
2,5,271,248,2,1,6,7,2,2,3,3,3,1,1,0,0,f4060848e,13.0,1
1,4,307,0,2,1,2,0,2,1,1,1,2,1,1,0,0,21a7f4896,1.0,4
2,1,266,0,2,7,0,0,1,1,3,3,3,1,1,0,0,3244cff21,1.0,1
2,5,266,0,1,3,0,0,1,1,1,1,2,1,1,0,0,dc76a1735,1.0,4
1,2,307,0,1,1,2,3,2,1,1,1,2,1,1,0,0,500fdf3b1,5.0,1
1,5,307,0,1,1,2,0,2,1,1,1,2,1,1,0,0,cff0d8c7b,1.0,2
1,3,307,0,2,2,7,0,2,2,1,1,2,1,1,0,0,9180e09cb,2.0,3
1,2,307,0,1,1,2,0,2,1,1,1,2,1,1,0,0,b940cf8b8,7.0,4
2,11,265,0,2,1,0,0,2,2,1,1,2,1,1,0,0,0d5d436f4,3.0,4
1,7,44,307,2,2,5,7,2,2,1,1,1,1,1,0,0,23cdf5f21,4.0,4
1,4,103,189,1,1,2,0,2,1,3,3,2,1,1,0,0,04dc94c39,3.0,2
1,84,152,0,1,1,2,0,1,2,3,1,2,2,1,0,0,5a289a426,2.0,2
2,1,266,0,3,4,6,7,1,1,2,2,2,1,3,0,0,523af701f,10.0,1
2,1,266,305,2,1,5,7,2,1,2,1,2,1,1,30,0,b11103508,5.0,1
2,0,266,0,3,2,5,7,2,2,2,2,3,1,3,0,0,8c9d9842b,2.0,3
1,3,307,0,3,1,2,5,2,1,2,1,2,1,4,0,0,a07a65495,1.0,4
1,9,307,0,2,1,2,0,2,1,1,1,1,1,1,0,0,71a92867d,6.0,2
2,4,266,0,1,6,0,0,1,1,1,1,2,1,1,0,0,5bb4cc5d3,5.0,2
2,21,299,0,1,4,7,0,2,1,1,1,1,1,1,0,0,881a77dfb,4.0,4
1,36,179,0,1,1,6,7,1,1,1,1,1,1,1,300,1,1c6aa4b33,8.0,2
1,48,307,0,2,2,0,0,2,1,1,1,1,1,1,100,0,c2eec623c,1.0,4
2,1,265,0,3,1,2,5,2,2,2,2,2,1,5,0,0,5eaee2353,3.0,3
1,1,307,307,1,1,2,0,2,2,2,1,2,1,1,0,0,7c3423bab,1.0,3
2,7,266,0,1,1,6,0,2,1,1,1,1,1,1,0,0,336504b7d,1.0,2
2,5,266,0,2,5,7,0,2,1,3,3,2,1,1,0,0,cb33000d9,2.0,2
1,1,307,0,2,1,2,7,2,1,3,3,3,1,1,0,0,c484dec95,2.0,4
1,2,307,0,2,1,2,0,2,2,2,1,2,1,1,1,0,97d823486,2.0,2
2,108,243,0,1,3,0,0,2,2,1,3,1,1,1,0,0,76aba4871,4.0,4
1,1,307,0,2,2,0,0,2,1,2,1,2,1,1,0,0,88bffd281,19.0,3
2,6,247,266,2,1,2,7,2,1,2,2,2,1,2,50,0,4dc92008d,2.0,2
1,6,307,0,1,3,0,0,2,1,1,1,1,1,1,150,0,5d32494f0,2.0,4
2,24,266,266,2,1,7,0,2,1,1,1,1,1,1,0,0,baf7a42fd,2.0,4
1,1,307,0,2,1,7,0,2,2,2,2,2,1,1,0,0,c76e9857b,4.0,1
2,1,252,0,1,1,0,0,1,1,2,2,2,1,1,0,0,0c64363af,4.0,1
1,60,205,0,1,4,5,7,1,2,1,1,2,1,1,0,0,048df7861,8.0,3
1,2,307,0,2,1,0,0,2,1,2,2,2,1,1,0,0,c014197ab,3.0,3
2,0,266,266,3,2,3,7,2,1,2,2,2,1,5,0,0,337405507,11.0,3
2,3,265,265,2,1,7,0,2,2,2,1,2,1,1,0,0,b6c59bc1e,6.0,4
2,2,254,0,2,1,4,7,1,1,2,2,2,1,1,50,0,2a1bd7d28,5.0,4
1,3,307,0,3,1,2,5,2,1,3,3,3,1,2,0,0,0d508e63a,2.0,4
2,8,243,0,2,1,6,0,2,2,2,1,2,1,1,0,0,a77045d3b,1.0,1
2,5,265,0,1,3,4,7,2,2,1,1,2,1,1,0,0,058f21441,1.0,3
2,3,266,0,2,1,6,7,2,2,2,1,2,1,1,0,0,5145c1766,2.0,1
1,2,307,0,2,2,0,0,2,2,2,2,2,1,1,0,0,26aa722e1,1.0,1
2,2,266,0,1,1,0,0,1,1,3,3,3,1,1,0,0,263f0704d,2.0,1
2,6,266,0,2,3,5,7,2,1,1,1,1,1,1,0,0,20ef89810,4.0,2
2,3,266,266,3,1,4,6,1,1,2,2,2,1,3,0,0,69c9ba4b3,5.0,2
2,2,285,265,1,7,0,0,2,3,2,1,2,1,1,100,0,1940d9eb3,5.0,2
1,1,307,0,3,2,7,0,1,1,2,2,2,1,3,0,0,631c813af,4.0,1
1,10,307,0,2,2,0,0,2,1,1,1,2,1,1,0,0,180f1ef16,2.0,3
1,2,307,0,2,2,5,0,2,1,1,1,2,1,1,0,0,51366110e,4.0,2
1,60,103,0,2,1,0,0,2,2,1,1,2,1,1,500,0,d8876247a,3.0,2
1,60,189,307,1,1,2,0,3,2,3,3,2,1,1,0,0,0ae247e90,0.0,4
1,2,307,0,2,2,0,0,2,1,3,3,3,1,3,0,0,e27fa93d3,0.0,4
2,18,264,264,2,2,6,7,3,3,2,1,2,1,1,50,0,5357633c0,5.0,3
2,6,266,0,1,4,0,0,1,1,2,1,2,1,1,0,0,c8c8ce5d4,5.0,2
2,7,266,0,2,2,6,0,2,1,2,1,2,1,1,0,0,50417cfa8,3.0,4
1,24,307,0,1,1,2,0,2,1,1,1,1,1,1,0,0,2b1582f99,4.0,4
2,1,266,0,1,7,0,0,2,1,2,1,2,1,2,0,0,bbbeb3ab0,10.0,1
2,2,265,0,3,1,4,0,2,2,2,3,3,1,2,0,0,ba4f42314,3.0,4
2,5,292,0,1,2,7,0,2,1,2,1,2,1,1,0,0,f2f984796,3.0,0
1,1,128,307,2,1,2,7,2,1,1,1,2,1,1,0,0,59d42b6bb,9.0,3
1,3,119,179,2,5,6,7,2,1,3,1,2,1,1,0,0,979bab13e,3.0,1
2,5,251,265,2,1,7,0,2,2,2,2,2,1,1,350,0,850b0f686,6.0,1
2,1,266,0,3,3,6,7,2,1,2,2,2,1,3,0,0,4f5fd467a,3.0,2
2,3,266,0,2,2,4,7,1,1,2,1,2,1,1,0,0,34872e9a7,2.0,2
1,0,218,0,1,2,3,0,1,2,3,3,2,1,1,0,0,115299f16,2.0,1
2,4,299,0,2,1,4,0,1,2,2,1,1,1,1,100,0,4d7578341,2.0,1
1,60,179,0,2,7,0,0,2,1,3,3,3,1,1,0,0,079332bdc,1.0,4
1,6,179,0,1,2,0,0,1,1,1,3,2,1,1,200,0,240ddd506,2.0,2
2,1,266,0,1,1,6,7,2,1,2,2,2,1,1,0,0,8fa705c07,2.0,1
1,28,215,0,1,2,0,0,3,2,1,1,2,1,1,0,0,ce971a506,3.0,3
2,3,299,0,2,2,6,0,1,1,2,1,2,1,1,0,0,e1af060fb,2.0,1
1,12,117,307,2,2,5,0,2,1,3,3,3,1,1,0,0,dd654a9e7,2.0,4
2,1,300,0,2,4,7,0,2,2,2,2,2,1,1,0,0,20336bf88,4.0,2
2,2,266,0,2,2,0,0,1,1,1,1,2,1,1,50,0,d1274381b,1.0,2
1,1,307,0,1,7,0,0,2,2,2,1,2,1,1,0,0,23c8c5957,5.0,1
2,1,266,0,2,3,6,0,2,1,1,1,1,1,1,0,1,cd8af1bda,3.0,2
1,2,307,0,2,1,0,0,2,1,2,1,2,1,1,0,0,b138f5cc9,14.0,3
1,1,307,0,1,1,2,7,2,2,3,3,3,1,1,0,0,9eb6e75e2,5.0,3
1,1,307,0,1,1,2,0,2,2,2,2,2,1,1,0,0,d8dd968c6,1.0,3
2,2,265,0,1,4,7,0,2,2,2,1,3,1,1,0,0,d057b97bb,6.0,2
2,48,266,0,2,1,2,7,2,1,1,1,1,1,1,0,0,cf3bce1cc,3.0,3
2,2,266,0,1,1,7,0,3,1,2,2,2,1,1,0,0,4e3586785,5.0,2
2,4,266,0,2,7,0,0,2,2,3,3,1,1,1,0,0,7e5d4e317,7.0,1
2,48,265,0,1,1,6,7,3,3,3,3,3,1,1,10,0,8834ac7da,4.0,4
2,6,266,0,2,2,6,0,1,1,2,2,2,2,1,0,0,00ac364a4,1.0,4
1,4,307,307,1,2,5,7,2,1,1,1,2,1,1,0,0,44dcffea3,2.0,3
1,7,307,218,1,1,7,0,1,2,1,1,2,1,1,0,0,1c2dfa92d,3.0,2
1,3,307,0,2,1,2,7,2,1,1,1,2,1,1,0,0,bf0dd40e3,4.0,3
2,2,285,264,2,6,7,0,2,3,2,2,2,1,1,450,0,45217971b,7.0,2
2,5,266,0,1,6,7,0,1,1,2,1,2,1,1,0,0,0e58b35b6,2.0,3
1,60,189,0,1,1,2,0,3,1,1,1,1,1,1,350,0,c9e2b26c4,3.0,3
1,2,239,307,2,2,0,0,2,1,3,3,2,1,1,0,0,90f09b568,3.0,3
1,3,307,78,2,1,2,0,2,2,1,1,2,1,1,0,0,451d64f26,4.0,2
2,2,266,306,1,1,7,0,1,1,2,2,2,1,1,0,0,bd3087edf,5.0,1
2,1,266,266,3,1,5,7,2,1,1,1,2,1,2,0,0,810ff9d37,1.0,2
1,12,307,0,2,4,7,0,2,1,1,1,1,1,1,0,0,aa68a3672,3.0,4
1,42,205,0,1,5,0,0,1,2,1,1,1,1,1,0,0,a3cc5de2b,6.0,1
1,12,128,0,1,7,0,0,1,1,1,1,1,1,1,0,0,b40818da6,1.0,1
1,9,179,0,1,2,0,0,1,1,2,1,1,1,2,200,0,8f3235380,1.0,2
1,8,307,0,1,2,0,0,2,1,1,1,2,1,1,0,0,dbba10f87,4.0,4
1,60,82,0,2,2,7,0,2,1,3,1,2,1,1,350,0,170fa3d49,4.0,3
2,4,266,0,2,5,6,7,2,1,2,2,2,1,1,10,0,d15a5363e,5.0,3
2,11,266,0,2,3,6,7,2,1,1,1,1,1,1,0,0,b5c0db93a,1.0,1
2,3,265,0,1,5,7,0,2,2,3,3,2,1,1,0,0,eb22ed27d,4.0,3
1,2,307,0,2,1,2,3,2,2,1,1,2,1,1,0,0,079785984,5.0,1
2,2,266,0,3,1,5,7,1,1,2,1,2,1,3,50,0,aeda0ac0d,12.0,2
1,54,205,0,1,6,7,0,1,2,3,3,2,3,1,0,0,04f8947f3,5.0,2
2,5,292,0,2,7,0,0,2,2,2,1,2,1,1,0,0,c958b75b3,1.0,1
1,2,307,0,1,2,0,0,2,2,2,2,2,1,1,0,0,40f1ee340,5.0,2
2,7,264,0,3,1,4,6,1,3,2,2,2,1,2,0,0,78cf59390,1.0,4
2,3,265,0,1,1,7,0,1,1,2,2,2,1,1,0,0,0e6523901,1.0,1
1,6,179,307,1,2,0,0,1,2,3,3,3,1,1,0,0,1258aaebb,0.0,0
2,5,266,292,3,1,2,7,1,1,1,1,2,1,4,0,0,f8e1ea097,5.0,1
2,3,266,0,2,1,2,0,2,1,2,2,2,1,2,0,0,4c1ac19c2,4.0,2
1,4,307,307,3,2,3,7,1,1,3,3,3,1,5,0,0,a892f5fd3,8.0,4
2,1,266,0,3,1,4,6,2,1,2,2,2,1,4,50,1,2e5e35de8,7.0,1
2,12,265,299,1,1,0,0,2,2,1,1,1,1,1,0,0,98782b403,5.0,3
1,12,307,0,2,2,3,4,2,2,3,3,1,1,1,0,0,5b4dd9fb3,1.0,3
2,3,299,285,3,1,3,7,2,1,2,1,2,1,3,0,0,a4dd57b11,1.0,1
2,1,266,0,3,1,3,0,1,1,2,1,2,1,5,0,0,d353b436f,1.0,4
1,4,307,0,2,2,7,0,2,2,1,3,3,1,1,0,0,b65dc15af,1.0,3
2,4,266,0,1,3,0,0,1,1,2,2,2,1,1,0,0,684567fc4,3.0,2
2,3,266,0,1,1,7,0,2,1,1,1,1,1,1,0,0,632b28a99,15.0,4
2,3,266,0,3,6,0,0,2,1,1,1,2,1,2,100,0,ca0bf0760,4.0,3
1,1,307,307,2,1,2,0,2,2,2,1,2,1,1,0,0,ba79cfddf,5.0,2
1,24,72,307,2,5,7,0,2,1,1,1,1,1,1,0,0,ebdf19959,4.0,4
2,2,265,0,3,5,7,0,2,2,2,2,2,1,2,0,1,a52a7c357,4.0,1
2,10,265,0,1,4,7,0,3,2,1,1,2,2,1,0,0,b3cf90bd1,3.0,3
2,2,247,0,3,1,3,7,1,2,2,1,2,1,2,0,0,6210026f5,3.0,1
1,2,307,0,1,1,2,0,2,1,2,2,2,1,1,0,1,a1be4d855,4.0,4
1,3,307,129,2,2,7,0,2,1,2,1,2,1,1,0,0,eb4f09e0e,10.0,3
1,2,307,307,2,2,0,0,2,1,1,1,2,1,1,0,0,eded59b25,3.0,2
1,5,307,0,1,2,5,0,1,1,3,3,3,1,1,0,0,5c881b941,1.0,3
1,72,178,0,1,2,3,7,1,3,1,1,2,1,1,300,0,4f39ec246,5.0,2
2,6,266,0,2,2,4,5,1,1,1,1,2,1,1,0,0,24d1c128d,3.0,0
1,38,128,0,1,2,7,0,1,1,1,1,1,1,1,0,0,f1db33c30,2.0,2
2,1,241,242,2,4,5,7,2,3,3,3,3,1,1,0,0,1a4a2e683,3.0,1
2,1,265,265,3,1,6,7,1,1,2,2,2,1,2,0,0,8509ad722,6.0,2
1,78,307,0,1,2,0,0,3,1,1,1,3,1,1,0,0,21958b8f8,5.0,4
2,3,299,0,1,2,6,0,1,2,2,1,2,1,1,0,0,40ca5f1a0,3.0,2
1,2,307,0,1,1,2,7,2,3,2,2,2,1,1,0,0,9d4cf29f6,6.0,0
2,12,243,0,1,1,7,0,2,2,2,2,2,2,1,50,0,1aabe595c,5.0,4
1,6,213,205,2,1,2,7,2,2,1,1,2,1,2,1,0,1bff3e46f,7.0,4
2,1,266,0,2,6,7,0,2,1,1,1,2,1,3,0,0,ee50b9066,1.0,2
2,2,265,299,1,1,2,6,2,2,1,1,2,1,1,0,0,42af80bc3,7.0,1
1,36,189,307,1,1,0,0,3,1,3,3,3,1,1,350,0,a9085cdde,1.0,4
2,17,266,0,3,1,4,5,2,2,2,3,1,1,15,0,0,aca6b6256,2.0,1
1,2,307,0,2,1,7,0,2,2,1,1,2,1,3,0,0,c81372ddd,4.0,4
1,4,307,109,2,1,2,0,2,2,2,1,2,3,1,100,0,8016d3648,0.0,4
1,18,17,218,2,5,0,0,1,2,3,1,3,1,1,100,0,f2b8dbfde,4.0,3
1,1,307,0,2,1,2,7,2,2,2,1,2,1,1,0,0,b7cb6e33e,2.0,1
2,3,266,266,3,1,6,7,2,2,3,3,3,1,6,0,0,1c562d3a8,4.0,4
1,2,307,307,1,1,0,0,2,2,1,1,2,1,1,0,0,8111713a2,3.0,1
1,12,205,0,1,1,2,0,1,3,3,3,3,2,1,0,0,603e173e1,5.0,4
1,36,100,0,2,4,0,0,1,1,2,2,3,2,1,0,0,24abd7725,1.0,1
2,1,266,0,1,4,0,0,1,1,2,2,2,1,3,9,0,3cda8c2d7,3.0,2
2,2,266,266,2,1,7,0,2,2,2,2,2,1,1,0,0,2cb9ce5ac,3.0,2
1,6,307,0,2,1,2,0,2,2,1,1,2,1,1,0,0,96477b249,5.0,4
1,12,307,0,2,1,2,4,2,1,1,1,1,1,1,0,0,d14a86fd4,1.0,3
1,24,307,0,1,1,7,0,2,2,1,1,2,1,1,0,0,10486a12e,2.0,4
2,2,243,0,2,7,0,0,1,1,2,2,1,1,1,100,0,787acfb28,4.0,4
2,2,299,266,1,2,3,7,2,1,2,1,2,1,2,0,0,bce0e17b9,13.0,2
2,2,265,0,3,1,5,7,2,2,2,2,2,1,2,0,0,d2a1b5401,1.0,1
1,5,218,0,1,2,7,0,2,1,1,1,1,1,1,0,0,ca75db93c,7.0,2
1,1,205,212,3,1,7,0,2,2,2,2,2,1,5,0,0,9c14d8650,0.0,1
2,4,265,0,1,7,0,0,2,2,3,3,3,1,2,0,0,b268202d8,5.0,2
1,6,307,0,1,2,7,0,2,1,1,1,2,1,1,0,0,dc4747d5c,3.0,4
2,1,264,0,2,1,6,0,1,3,2,2,2,1,1,0,0,705d4f296,2.0,1
1,4,307,0,2,2,0,0,2,1,1,1,1,1,1,0,0,221331819,6.0,4
2,2,265,265,1,7,0,0,2,2,1,1,2,2,1,0,0,ae30afe08,9.0,2
1,7,307,307,2,2,7,0,2,1,1,1,2,1,1,0,0,8f6b92b4d,2.0,4
1,5,307,0,2,2,0,0,2,2,2,2,2,1,1,0,0,e8fdeb33e,3.0,4
2,14,292,285,3,1,3,6,1,1,3,1,1,1,5,100,0,fdffad0c0,4.0,4
1,3,307,0,2,2,5,0,2,2,2,2,2,1,1,0,2,89bdd90b8,3.0,4
2,1,265,0,1,3,6,7,2,2,2,1,2,1,2,0,1,973dddde5,9.0,1
2,3,266,0,2,5,0,0,2,1,1,1,2,1,2,0,0,2f73851f5,3.0,4
2,3,295,0,3,1,2,4,2,2,2,2,2,1,4,0,0,8cce291a9,1.0,4
1,1,307,0,2,2,0,0,2,1,2,2,2,1,1,0,3,ffab93d18,4.0,2
1,1,307,307,1,1,2,0,2,2,2,1,2,1,1,0,0,5267f524a,1.0,3
1,84,205,0,1,2,6,7,1,3,1,1,1,1,1,200,0,4d767b639,3.0,2
1,2,307,0,3,1,2,7,2,1,2,2,2,1,7,0,0,6282ddf87,12.0,3
1,1,307,307,2,7,0,0,3,1,2,1,2,1,3,50,0,a27a03914,4.0,3
1,2,307,0,2,7,0,0,2,2,1,1,2,1,1,0,1,bac8c1a73,14.0,2
2,2,266,266,3,3,7,0,1,1,2,2,2,1,5,0,0,304f1260c,3.0,1
2,12,266,0,2,7,0,0,2,1,3,3,3,1,1,0,0,880e13787,5.0,1
2,2,264,265,1,1,2,6,2,2,2,1,2,1,1,50,0,d35a6449f,6.0,3
2,2,266,0,1,1,6,7,1,1,2,2,2,1,1,0,0,52da0c86c,4.0,2
2,3,266,0,1,1,7,0,1,1,2,1,2,1,1,0,0,9488e6011,9.0,1
1,48,307,0,2,1,2,5,2,1,1,1,1,1,2,0,0,2e5d8fd10,2.0,3
2,2,292,266,3,1,3,0,1,2,2,2,2,1,3,0,0,0cce7d218,8.0,1
1,4,307,0,2,7,0,0,2,2,2,2,2,1,1,0,0,6f08e9c5f,7.0,1
1,2,213,307,1,2,0,0,2,1,1,1,1,1,5,0,0,cbef8d00b,3.0,4
2,4,266,0,1,1,7,0,2,1,2,2,2,1,1,0,0,04af86059,3.0,1
1,4,307,0,1,5,0,0,2,2,2,2,2,1,1,0,0,0142670c8,2.0,3
1,1,307,0,2,1,2,0,2,1,2,1,2,1,1,0,1,e50174698,5.0,2
1,17,50,44,1,2,0,0,3,1,1,1,1,1,1,300,0,d4e6a9aab,2.0,1
1,2,42,0,2,4,5,0,1,1,2,1,2,1,1,300,0,ec14446ba,9.0,2
2,14,266,292,1,2,5,0,2,1,1,2,2,1,1,0,0,316756c4e,1.0,1
1,1,307,0,1,1,2,0,2,1,2,1,2,1,1,0,0,d04fbf327,2.0,1
1,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,0,d16c37008,1.0,1
2,24,242,0,2,2,6,7,2,3,1,1,1,1,1,400,1,d350f881f,10.0,3
2,3,265,0,3,1,3,7,1,2,1,1,2,1,5,0,0,abf02f04c,0.0,3
1,1,307,0,2,1,2,5,2,2,3,3,3,1,1,0,0,b8088575c,3.0,4
1,2,307,0,2,5,0,0,2,1,2,2,2,1,1,0,0,dc23feccc,2.0,1
1,12,307,307,1,1,5,0,2,1,1,1,1,1,1,0,0,b3e897856,3.0,4
2,3,266,266,1,3,7,0,2,1,2,1,2,1,1,0,0,a89fd1f1e,5.0,3
2,5,266,0,1,6,7,0,2,1,1,1,1,1,2,0,0,473af1ce7,8.0,4
1,3,307,0,2,1,5,7,2,2,2,2,2,1,2,0,0,d9b9b0174,4.0,3
